experiment_accession,experiment_alias,title,study_accession,design_description,sample_accession,library_strategy,library_layout,instrument_model,run_accession,total_spots,total_bases
SRX5534973,GSM3674913,"GSM3674913: RTX430 Leaves, 70 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500817,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742901,14574835,1472058335
SRX5534972,GSM3674912,"GSM3674912: RTX430 Leaves, 70 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500816,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742900,21375636,2158939236
SRX5534971,GSM3674911,"GSM3674911: RTX430 Leaves, 63 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500815,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742899,19636669,1983303569
SRX5534970,GSM3674910,"GSM3674910: RTX430 Leaves, 63 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500814,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742898,18711612,1889872812
SRX5534969,GSM3674909,"GSM3674909: RTX430 Leaves, 63 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500813,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742897,22128928,2235021728
SRX5534968,GSM3674908,"GSM3674908: RTX430 Leaves, 119 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500812,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742896,19065896,1925655496
SRX5534967,GSM3674907,"GSM3674907: RTX430 Leaves, 119 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500811,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742895,23755993,2399355293
SRX5534966,GSM3674906,"GSM3674906: RTX430 Leaves, 119 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500810,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742894,17898858,1807784658
SRX5534965,GSM3674905,"GSM3674905: RTX430 Leaves, 112 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500809,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742893,12095997,1221695697
SRX5534964,GSM3674904,"GSM3674904: RTX430 Leaves, 105 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500808,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742892,16362753,1652638053
SRX5534963,GSM3674903,"GSM3674903: RTX430 Leaves, 98 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500807,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742891,24243356,2448578956
SRX5534962,GSM3674902,"GSM3674902: RTX430 Leaves, 91 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500806,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742890,22990769,2322067669
SRX5534961,GSM3674901,"GSM3674901: RTX430 Leaves, 91 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500805,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742889,21514606,2172975206
SRX5534960,GSM3674900,"GSM3674900: RTX430 Leaves, 91 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500804,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742888,20611525,2081764025
SRX5534959,GSM3674899,"GSM3674899: RTX430 Leaves, 84 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500803,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742887,20284730,2048757730
SRX5534958,GSM3674898,"GSM3674898: RTX430 Leaves, 84 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500802,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742886,27907022,2818609222
SRX5534957,GSM3674897,"GSM3674897: RTX430 Leaves, 84 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500801,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742885,26062559,2632318459
SRX5534956,GSM3674896,"GSM3674896: RTX430 Leaves, 77 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500800,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742884,18856127,1904468827
SRX5534955,GSM3674895,"GSM3674895: RTX430 Leaves, 77 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500799,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742883,16120163,1628136463
SRX5534954,GSM3674894,"GSM3674894: RTX430 Leaves, 77 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500798,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742882,22739300,2296669300
SRX5534953,GSM3674893,"GSM3674893: RTX430 Leaves, 70 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500797,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742881,17528029,1770330929
SRX5534952,GSM3674892,"GSM3674892: RTX430 Leaves, 70 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500796,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742880,20500334,2070533734
SRX5534951,GSM3674891,"GSM3674891: RTX430 Leaves, 70 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500795,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742879,23963164,2420279564
SRX5534950,GSM3674890,"GSM3674890: RTX430 Leaves, 63 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500794,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742878,18161031,1834264131
SRX5534949,GSM3674889,"GSM3674889: RTX430 Leaves, 63 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500793,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742877,19212931,1940506031
SRX5534948,GSM3674888,"GSM3674888: RTX430 Leaves, 63 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500792,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742876,23567708,2380338508
SRX5534947,GSM3674887,"GSM3674887: RTX430 Leaves, 56 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500791,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742875,20817266,2102543866
SRX5534946,GSM3674886,"GSM3674886: RTX430 Leaves, 56 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500790,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742874,21398763,2161275063
SRX5534945,GSM3674885,"GSM3674885: RTX430 Leaves, 56 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500789,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742873,29035331,2932568431
SRX5534944,GSM3674884,"GSM3674884: RTX430 Leaves, 49 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500788,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742872,14407202,1455127402
SRX5534943,GSM3674883,"GSM3674883: RTX430 Leaves, 42 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500787,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742871,22333477,2255681177
SRX5534942,GSM3674882,"GSM3674882: RTX430 Leaves, 42 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500786,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742870,20365041,2056869141
SRX5534941,GSM3674881,"GSM3674881: RTX430 Leaves, 42 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500785,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742869,19411607,1960572307
SRX5534940,GSM3674880,"GSM3674880: RTX430 Leaves, 35 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500784,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742868,17412702,1758682902
SRX5534939,GSM3674879,"GSM3674879: RTX430 Leaves, 35 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500783,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742867,29814053,3011219353
SRX5534938,GSM3674878,"GSM3674878: RTX430 Leaves, 28 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500782,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742866,21034692,2124503892
SRX5534937,GSM3674877,"GSM3674877: RTX430 Leaves, 28 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500781,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742865,21197136,2140910736
SRX5534936,GSM3674876,"GSM3674876: RTX430 Leaves, 28 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500780,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742864,17859572,1803816772
SRX5534935,GSM3674875,"GSM3674875: RTX430 Leaves, 21 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500779,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742863,20789275,2099716775
SRX5534934,GSM3674874,"GSM3674874: RTX430 Leaves, 21 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500778,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742862,22877013,2310578313
SRX5534933,GSM3674873,"GSM3674873: RTX430 Leaves, 21 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",SRP188707,,SRS4500777,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8742861,20560068,2076566868
SRX5411901,50e7d636-36d0-11e9-a2da-000e1e0af2dc,Drought_6hrs_rep1_RNAseq,SRP186650,,SRS4393849,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8612691,30664080,2664408660
SRX5411900,4f7c3580-36d0-11e9-a2da-000e1e0af2dc,Drought_1hr_rep2_RNAseq,SRP186650,,SRS4393843,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8612692,30283866,2480101652
SRX5411899,4fb0cbc4-36d0-11e9-a2da-000e1e0af2dc,Drought_6hrs_rep2_RNAseq,SRP186650,,SRS4393849,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8612693,11788148,954431631
SRX5411893,4c0082d0-36d0-11e9-a2da-000e1e0af2dc,Drought_6hrs_rep3_RNAseq,SRP186650,,SRS4393849,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8612699,44810022,3581810959
SRX5411886,4f119eb4-36d0-11e9-a2da-000e1e0af2dc,Drought_1hr_rep3_RNAseq,SRP186650,,SRS4393843,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8612706,44889711,4003169342
SRX5411883,4ea99a80-36d0-11e9-a2da-000e1e0af2dc,Drought_1hr_rep1_RNAseq,SRP186650,,SRS4393843,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR8612709,46326504,4166576763
SRX2450658,Zhuyongqun,RNA-Seq analysis of Sorghum sudanense,SRP095822,,SRS1884027,RNA-Seq,PAIRED,Illumina HiSeq 4000,SRR5183088,408753407,122574986550
SRX1728711,GSM2133761,GSM2133761: IS22330_DS_3; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413272,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452728,23514842,4702968400
SRX1728710,GSM2133760,GSM2133760: IS22330_DS_2; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413271,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452727,23335648,4667129600
SRX1728709,GSM2133759,GSM2133759: IS22330_DS_1; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413270,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452726,23409913,4681982600
SRX1728708,GSM2133758,GSM2133758: IS22330_WW_3; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413269,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452725,23901435,4780287000
SRX1728707,GSM2133757,GSM2133757: IS22330_WW_2; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413268,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452724,23391907,4678381400
SRX1728706,GSM2133756,GSM2133756: IS22330_WW_1; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413267,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452723,23964074,4792814800
SRX1728705,GSM2133755,GSM2133755: IS20351_DS_3; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413266,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452722,23458470,4691694000
SRX1728704,GSM2133754,GSM2133754: IS20351_DS_2; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413264,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452721,22800008,4560001600
SRX1728703,GSM2133753,GSM2133753: IS20351_DS_1; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413265,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452720,24041200,4808240000
SRX1728702,GSM2133752,GSM2133752: IS20351_WW_3; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413263,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452719,23831987,4766397400
SRX1728701,GSM2133751,GSM2133751: IS20351_WW_2; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413261,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452718,23403237,4680647400
SRX1728700,GSM2133750,GSM2133750: IS20351_WW_1; Sorghum bicolor; RNA-Seq,SRP073986,,SRS1413262,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR3452717,23400214,4680042800
ERX966119,E-MTAB-3571:sampleA,Illumina HiScanSQ paired end sequencing; RNA-seq of Sorghum bicolor with drought tolerant genotype grown under drought-stress or no-stress control environment,ERP010515,RNA-seq of Sorghum bicolor with drought tolerant genotype grown under drought-stress or no-stress control environment,ERS737678,RNA-Seq,PAIRED,Illumina HiScanSQ,ERR886716,23431944,4733252688
ERX966118,E-MTAB-3571:sampleB,Illumina HiScanSQ paired end sequencing; RNA-seq of Sorghum bicolor with drought tolerant genotype grown under drought-stress or no-stress control environment,ERP010515,RNA-seq of Sorghum bicolor with drought tolerant genotype grown under drought-stress or no-stress control environment,ERS737677,RNA-Seq,PAIRED,Illumina HiScanSQ,ERR886715,27444678,5543824956
SRX992356,S8_root_drought_36h_GATAC,Sorghum bicolor S8 accession drought stressed root transcriptome,SRP057095,,SRS907075,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976144,33656587,3197375765
SRX992352,S8_leaf_drought_36h_TAGAG,Sorghum bicolor S8 accession drought stressed leaf transcriptome,SRP057095,,SRS907072,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976141,33203931,3154373445
SRX992347,S7_root_drought_36h_GGCTC,Sorghum bicolor S7 accession drought stressed root transcriptome,SRP057095,,SRS907067,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976138,27507882,2613248790
SRX992342,S7_leaf_drought_36h_GCGAA,Sorghum bicolor S7 accession drought stressed leaf transcriptome,SRP057095,,SRS907063,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976135,28953091,2750543645
SRX992339,S6_root_drought_36h_CTGGA,Sorghum bicolor S6 accession drought stressed root transcriptome,SRP057095,,SRS907058,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976132,27119084,2576312980
SRX992334,S6_leaf_drought_36h_GCCTT,Sorghum bicolor S6 accession drought stressed leaf transcriptome,SRP057095,,SRS907055,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976127,28641864,2720977080
SRX992328,S5_root_drought_36h_CCGCA,Sorghum bicolor S5 accession drought stressed root transcriptome,SRP057095,,SRS907050,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976123,22148521,2104109495
SRX992324,S5_leaf_drought_36h_CTAGT,Sorghum bicolor S5 accession drought stressed leaf transcriptome,SRP057095,,SRS907047,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976120,27789890,2640039550
SRX992321,S4_root_drought_36h_CCTAG,Sorghum bicolor S4 accession drought stressed root transcriptome,SRP057095,,SRS907044,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976116,22956939,2180909205
SRX992316,S4_leaf_drought_36h_CATCG,Sorghum bicolor S4 accession drought stressed leaf transcriptome,SRP057095,,SRS907040,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976113,26553538,2522586110
SRX992310,S3_root_drought_36h_CGCAT,Sorghum bicolor S3 accession drought stressed root transcriptome,SRP057095,,SRS907034,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976110,15722330,1493621350
SRX992307,S3_leaf_drought_36h_GAATA,Sorghum bicolor S3 accession drought stressed leaf transcriptome,SRP057095,,SRS907032,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976107,28303772,2688858340
SRX992303,S2_root_drought_36h_CTTAC,Sorghum bicolor S2 accession drought stressed root transcriptome,SRP057095,,SRS907030,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976105,25227646,2396626370
SRX992298,S2_leaf_drought_36h_CCTGA,Sorghum bicolor S2 accession drought stressed leaf transcriptome,SRP057095,,SRS907024,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976101,20528765,1950232675
SRX992295,S1_root_drought_36h_CCAAT,Sorghum bicolor S1 accession drought stressed root transcriptome,SRP057095,,SRS907021,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976098,25715005,2442925475
SRX992292,S1_leaf_drought_36h_CAAGG,Sorghum bicolor S1 accession drought stressed leaf transcriptome,SRP057095,,SRS907018,RNA-Seq,SINGLE,Illumina HiSeq 2500,SRR1976095,28301965,2688686675
ERX240648,E-MTAB-1630:DT_control,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERP002522,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239305,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,ERR266128,19821595,693755825
ERX240647,E-MTAB-1630:DT_drought,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERP002522,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239304,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,ERR266129,22878203,800737105
ERX240646,E-MTAB-1630:DS_drought,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERP002522,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239303,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,ERR266127,21740738,760925830
ERX240645,E-MTAB-1630:DS_control,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERP002522,Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239302,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,ERR266130,18890943,661183005
SRX103385,GSM822664: sorghum_drought,GSM822664: sorghum_drought,SRP009100,,SRS269136,RNA-Seq,SINGLE,Illumina Genome Analyzer,SRR358900,31099345,1243973800
