design_description,sample_accession,run_accession,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
,SRS4500987,SRR8743071,1225163162,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535143,SRP188707,Sorghum bicolor,SRS4500987,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159645,,,,2019/11/21,2019/03/18
,SRS4500986,SRR8743070,875168315,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535142,SRP188707,Sorghum bicolor,SRS4500986,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159554,,,,2019/11/21,2019/03/18
,SRS4500985,SRR8743069,853421310,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535141,SRP188707,Sorghum bicolor,SRS4500985,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159555,,,,2019/11/21,2019/03/18
,SRS4500984,SRR8743068,625738706,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535140,SRP188707,Sorghum bicolor,SRS4500984,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159556,,,,2019/11/21,2019/03/18
,SRS4500983,SRR8743067,573891764,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535139,SRP188707,Sorghum bicolor,SRS4500983,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159557,,,,2019/11/21,2019/03/18
,SRS4500982,SRR8743066,808019962,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535138,SRP188707,Sorghum bicolor,SRS4500982,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159559,,,,2019/11/21,2019/03/18
,SRS4500981,SRR8743065,1372763467,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535137,SRP188707,Sorghum bicolor,SRS4500981,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159560,,,,2019/11/21,2019/03/18
,SRS4500980,SRR8743064,1251275132,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535136,SRP188707,Sorghum bicolor,SRS4500980,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159561,,,,2019/11/21,2019/03/18
,SRS4500979,SRR8743063,938948939,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535135,SRP188707,Sorghum bicolor,SRS4500979,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159562,,,,2019/11/21,2019/03/18
,SRS4500977,SRR8743062,1059491081,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535134,SRP188707,Sorghum bicolor,SRS4500977,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159563,,,,2019/11/21,2019/03/18
,SRS4500978,SRR8743061,450429913,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535133,SRP188707,Sorghum bicolor,SRS4500978,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159564,,,,2019/11/21,2019/03/18
,SRS4500976,SRR8743060,980480692,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535132,SRP188707,Sorghum bicolor,SRS4500976,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159565,,,,2019/11/21,2019/03/18
,SRS4500975,SRR8743059,853098720,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535131,SRP188707,Sorghum bicolor,SRS4500975,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159566,,,,2019/11/21,2019/03/18
,SRS4500974,SRR8743058,809633884,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535130,SRP188707,Sorghum bicolor,SRS4500974,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159567,,,,2019/11/21,2019/03/18
,SRS4500933,SRR8743017,708956584,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535089,SRP188707,Sorghum bicolor,SRS4500933,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159424,,,,2019/11/21,2019/03/18
,SRS4500932,SRR8743016,885280851,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535088,SRP188707,Sorghum bicolor,SRS4500932,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159425,,,,2019/11/21,2019/03/18
,SRS4500931,SRR8743015,874567510,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535087,SRP188707,Sorghum bicolor,SRS4500931,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159427,,,,2019/11/21,2019/03/18
,SRS4500930,SRR8743014,1030546580,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535086,SRP188707,Sorghum bicolor,SRS4500930,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159428,,,,2019/11/21,2019/03/18
,SRS4500929,SRR8743013,925824179,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535085,SRP188707,Sorghum bicolor,SRS4500929,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159429,,,,2019/11/21,2019/03/18
,SRS4500928,SRR8743012,642879433,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535084,SRP188707,Sorghum bicolor,SRS4500928,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159430,,,,2019/11/21,2019/03/18
,SRS4500927,SRR8743011,968473330,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535083,SRP188707,Sorghum bicolor,SRS4500927,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159400,,,,2019/11/21,2019/03/18
,SRS4500926,SRR8743010,1160922123,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535082,SRP188707,Sorghum bicolor,SRS4500926,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159777,,,,2019/11/21,2019/03/18
,SRS4500925,SRR8743009,978593102,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535081,SRP188707,Sorghum bicolor,SRS4500925,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159778,,,,2019/11/21,2019/03/18
,SRS4500924,SRR8743008,805975398,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535080,SRP188707,Sorghum bicolor,SRS4500924,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159779,,,,2019/11/21,2019/03/18
,SRS4500923,SRR8743007,766393468,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535079,SRP188707,Sorghum bicolor,SRS4500923,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159780,,,,2019/11/21,2019/03/18
,SRS4500922,SRR8743006,1022851538,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535078,SRP188707,Sorghum bicolor,SRS4500922,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159781,,,,2019/11/21,2019/03/18
,SRS4500921,SRR8743005,859986078,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535077,SRP188707,Sorghum bicolor,SRS4500921,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159782,,,,2019/11/21,2019/03/18
,SRS4500920,SRR8743004,1052276618,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535076,SRP188707,Sorghum bicolor,SRS4500920,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159783,,,,2019/11/21,2019/03/18
,SRS4500919,SRR8743003,1206239821,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535075,SRP188707,Sorghum bicolor,SRS4500919,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159784,,,,2019/11/21,2019/03/18
,SRS4500918,SRR8743002,865960327,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535074,SRP188707,Sorghum bicolor,SRS4500918,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159728,,,,2019/11/21,2019/03/18
,SRS4500917,SRR8743001,1017839811,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535073,SRP188707,Sorghum bicolor,SRS4500917,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159729,,,,2019/11/21,2019/03/18
,SRS4500916,SRR8743000,964695912,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535072,SRP188707,Sorghum bicolor,SRS4500916,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159730,,,,2019/11/21,2019/03/18
,SRS4500915,SRR8742999,937084968,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535071,SRP188707,Sorghum bicolor,SRS4500915,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159731,,,,2019/11/21,2019/03/18
,SRS4500914,SRR8742998,1168640010,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535070,SRP188707,Sorghum bicolor,SRS4500914,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159732,,,,2019/11/21,2019/03/18
,SRS4500912,SRR8742997,1020323037,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535069,SRP188707,Sorghum bicolor,SRS4500912,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159733,,,,2019/11/21,2019/03/18
,SRS4500913,SRR8742996,741369677,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535068,SRP188707,Sorghum bicolor,SRS4500913,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159734,,,,2019/11/21,2019/03/18
,SRS4500911,SRR8742995,913295714,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535067,SRP188707,Sorghum bicolor,SRS4500911,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159735,,,,2019/11/21,2019/03/18
,SRS4500910,SRR8742994,1140921044,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535066,SRP188707,Sorghum bicolor,SRS4500910,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159737,,,,2019/11/21,2019/03/18
,SRS4500909,SRR8742993,419223808,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535065,SRP188707,Sorghum bicolor,SRS4500909,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159739,,,,2019/11/21,2019/03/18
,SRS4500908,SRR8742992,621818210,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535064,SRP188707,Sorghum bicolor,SRS4500908,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159740,,,,2019/11/21,2019/03/18
,SRS4500907,SRR8742991,963680007,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535063,SRP188707,Sorghum bicolor,SRS4500907,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159741,,,,2019/11/21,2019/03/18
,SRS4500906,SRR8742990,1044196740,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535062,SRP188707,Sorghum bicolor,SRS4500906,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159742,,,,2019/11/21,2019/03/18
,SRS4500905,SRR8742989,816271598,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535061,SRP188707,Sorghum bicolor,SRS4500905,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159743,,,,2019/11/21,2019/03/18
,SRS4500904,SRR8742988,736500902,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535060,SRP188707,Sorghum bicolor,SRS4500904,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159736,,,,2019/11/21,2019/03/18
,SRS4500903,SRR8742987,885404905,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535059,SRP188707,Sorghum bicolor,SRS4500903,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159744,,,,2019/11/21,2019/03/18
,SRS4500902,SRR8742986,702405966,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535058,SRP188707,Sorghum bicolor,SRS4500902,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159745,,,,2019/11/21,2019/03/18
,SRS4500901,SRR8742985,1120681895,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535057,SRP188707,Sorghum bicolor,SRS4500901,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159746,,,,2019/11/21,2019/03/18
,SRS4500900,SRR8742984,1030882853,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535056,SRP188707,Sorghum bicolor,SRS4500900,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159747,,,,2019/11/21,2019/03/18
,SRS4500899,SRR8742983,1011623168,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535055,SRP188707,Sorghum bicolor,SRS4500899,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159748,,,,2019/11/21,2019/03/18
,SRS4500898,SRR8742982,1002299780,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535054,SRP188707,Sorghum bicolor,SRS4500898,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159749,,,,2019/11/21,2019/03/18
,SRS4500897,SRR8742981,976196637,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535053,SRP188707,Sorghum bicolor,SRS4500897,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159750,,,,2019/11/21,2019/03/18
,SRS4500896,SRR8742980,988586402,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535052,SRP188707,Sorghum bicolor,SRS4500896,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159482,,,,2019/11/21,2019/03/18
,SRS4500895,SRR8742979,758173100,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535051,SRP188707,Sorghum bicolor,SRS4500895,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159483,,,,2019/11/21,2019/03/18
,SRS4500894,SRR8742978,900671852,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535050,SRP188707,Sorghum bicolor,SRS4500894,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159484,,,,2019/11/21,2019/03/18
,SRS4500893,SRR8742977,1234623712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535049,SRP188707,Sorghum bicolor,SRS4500893,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159485,,,,2019/11/21,2019/03/18
,SRS4500891,SRR8742976,995999904,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535048,SRP188707,Sorghum bicolor,SRS4500891,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159486,,,,2019/11/21,2019/03/18
,SRS4500892,SRR8742975,970872807,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535047,SRP188707,Sorghum bicolor,SRS4500892,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159487,,,,2019/11/21,2019/03/18
,SRS4500890,SRR8742974,1035256422,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535046,SRP188707,Sorghum bicolor,SRS4500890,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159431,,,,2019/11/21,2019/03/18
,SRS4500889,SRR8742973,822326255,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535045,SRP188707,Sorghum bicolor,SRS4500889,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159432,,,,2019/11/21,2019/03/18
,SRS4500888,SRR8742972,1006164220,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535044,SRP188707,Sorghum bicolor,SRS4500888,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159433,,,,2019/11/21,2019/03/18
,SRS4500886,SRR8742971,1081546457,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535043,SRP188707,Sorghum bicolor,SRS4500886,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159434,,,,2019/11/21,2019/03/18
,SRS4500887,SRR8742970,906025842,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535042,SRP188707,Sorghum bicolor,SRS4500887,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159435,,,,2019/11/21,2019/03/18
,SRS4500885,SRR8742969,860247978,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535041,SRP188707,Sorghum bicolor,SRS4500885,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159436,,,,2019/11/21,2019/03/18
,SRS4500884,SRR8742968,885350712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535040,SRP188707,Sorghum bicolor,SRS4500884,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159437,,,,2019/11/21,2019/03/18
,SRS4500883,SRR8742967,830638386,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535039,SRP188707,Sorghum bicolor,SRS4500883,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159438,,,,2019/11/21,2019/03/18
,SRS4500882,SRR8742966,963538677,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535038,SRP188707,Sorghum bicolor,SRS4500882,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159439,,,,2019/11/21,2019/03/18
,SRS4500881,SRR8742965,1082775806,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535037,SRP188707,Sorghum bicolor,SRS4500881,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159440,,,,2019/11/21,2019/03/18
,SRS4500880,SRR8742964,778098633,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535036,SRP188707,Sorghum bicolor,SRS4500880,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159441,,,,2019/11/21,2019/03/18
,SRS4500879,SRR8742963,960038326,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535035,SRP188707,Sorghum bicolor,SRS4500879,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159442,,,,2019/11/21,2019/03/18
,SRS4500878,SRR8742962,953912451,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535034,SRP188707,Sorghum bicolor,SRS4500878,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159443,,,,2019/11/21,2019/03/18
,SRS4500877,SRR8742961,1126688798,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535033,SRP188707,Sorghum bicolor,SRS4500877,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159444,,,,2019/11/21,2019/03/18
,SRS4500876,SRR8742960,912381222,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535032,SRP188707,Sorghum bicolor,SRS4500876,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159445,,,,2019/11/21,2019/03/18
,SRS4500875,SRR8742959,842778512,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535031,SRP188707,Sorghum bicolor,SRS4500875,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159446,,,,2019/11/21,2019/03/18
,SRS4500873,SRR8742958,1000634107,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535030,SRP188707,Sorghum bicolor,SRS4500873,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159447,,,,2019/11/21,2019/03/18
,SRS4500832,SRR8742916,759936266,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534988,SRP188707,Sorghum bicolor,SRS4500832,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159802,,,,2019/11/21,2019/03/18
,SRS4500831,SRR8742915,964816145,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534987,SRP188707,Sorghum bicolor,SRS4500831,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159803,,,,2019/11/21,2019/03/18
,SRS4500830,SRR8742914,4014327023,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534986,SRP188707,Sorghum bicolor,SRS4500830,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA527782,SAMN11159805,,,,2019/11/21,2019/03/18
,SRS4500829,SRR8742913,867086296,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534985,SRP188707,Sorghum bicolor,SRS4500829,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159806,,,,2019/11/21,2019/03/18
,SRS4500828,SRR8742912,684593119,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534984,SRP188707,Sorghum bicolor,SRS4500828,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159807,,,,2019/11/21,2019/03/18
,SRS4500827,SRR8742911,741121307,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534983,SRP188707,Sorghum bicolor,SRS4500827,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159808,,,,2019/11/21,2019/03/18
,SRS4500826,SRR8742910,991658286,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534982,SRP188707,Sorghum bicolor,SRS4500826,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159809,,,,2019/11/21,2019/03/18
,SRS4500825,SRR8742909,840807096,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534981,SRP188707,Sorghum bicolor,SRS4500825,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159757,,,,2019/11/21,2019/03/18
,SRS4500824,SRR8742908,811744045,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534980,SRP188707,Sorghum bicolor,SRS4500824,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159758,,,,2019/11/21,2019/03/18
,SRS4500823,SRR8742907,1005883606,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534979,SRP188707,Sorghum bicolor,SRS4500823,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159759,,,,2019/11/21,2019/03/18
,SRS4500822,SRR8742906,652572072,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534978,SRP188707,Sorghum bicolor,SRS4500822,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159760,,,,2019/11/21,2019/03/18
,SRS4500821,SRR8742905,658772621,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534977,SRP188707,Sorghum bicolor,SRS4500821,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159761,,,,2019/11/21,2019/03/18
,SRS4500820,SRR8742904,988339851,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534976,SRP188707,Sorghum bicolor,SRS4500820,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159762,,,,2019/11/21,2019/03/18
